word,preference,occurrences,song_count,songs
santa,0.25346736383372026,1,1,Holy Smokes
authors,0.25346736383372026,1,1,Home Again
example,0.2526497271761921,6,6,"We’re Famous; Food, Clothes, Medicine; Basic Cable; How to Be a Carpenter; Sick Friend; Plastic Soldiers"
program,0.2526497271761921,6,6,"Racing Stripes; Gauze; The Tugboat Complex Pt. 3; Antisocial; Integrated Tech Solutions; The Tugboat Complex, Part 3"
truck-y,0.2526497271761921,1,1,Kyanite Toothpick
levels,0.2518373486322172,3,3,Drums on the Wheel; Attaboy; Bad Samaritan
manager,0.2518373486322172,3,1,Aggressive Steven
teams,0.2518373486322172,3,3,Blood Sandwich; Supercell; Boombox
which,0.2506285293587826,64,52,"9-5'ers Anthem; No Regrets; Leisureforce; Supercell; Catacomb Kids; Water Tower; Citronella; Commencement (at the Obedience Academy); Bring Back Pluto; Five Fingers; 39 Thieves; 1,000 O’ Clock; One of Four (Thank You); Flashflood; The Yes and the Y’all; The Four Winds; Abandon All Hope; Garbage; Facemelter; Untouchable (AR Version); Dryspell; Pigeonometry; No Splash; Spare a Match; Side Quest; Attention Span; Salt and Pepper Squid; Easy; Fascination; Super fluke; Winners Take All; Tomorrow Morning; 100 Feet Tall; Kill the Messenger; Sick Friend; Thorns; Same Space (The Tugboat Complex pt. 2); Odessa; Troubled Waters; The Next Best Thing; Bosico; Merit; Plastic Soldiers; All Day: Nike+ Original Run; On Failure; Live On 89.9FM Nighttrain; Bad Samaritan; One Of Four; Junkyard; Hall of Game; Sink or Swim; Helium"
control,0.24963000932149662,8,7,ZZZ Top; Kodokushi; One Brick; Boot Soup; Sick Friend; Coward of the Year; The Blob
well-fed,0.24943125931407503,1,1,Living Curfew
involved,0.2486394140464113,4,4,Blood Sandwich; Dark Heart News; Aggressive Steven; Black Snow
obviously,0.24824537377058495,2,2,No City; Mars Attacks
monday,0.24824537377058495,2,2,Holy Smokes; Racing Stripes
remains,0.24824537377058495,2,2,Float; Numb (to the Guns)
option,0.24824537377058495,2,2,Grace; Drums on the Wheel
winner,0.24824537377058495,2,2,Pigs; Catacomb Kids
smaller,0.24824537377058495,2,1,Bring Back Pluto
roman,0.24785258045765682,1,1,Ruby ’81
fairly,0.24785258045765682,1,1,Nickel Plated Pockets
aged,0.24785258045765682,1,1,BMX
sons,0.24785258045765682,1,1,Merit
approval,0.24785258045765682,1,1,Spare a Match
shower,0.24785258045765682,1,1,Holy Smokes
outstanding,0.24785258045765682,1,1,Odessa
contain,0.24785258045765682,1,1,Mystery Fish
visited,0.24785258045765682,1,1,Holy Smokes
hanging,0.24785258045765682,1,1,100 Feet Tall
islands,0.24785258045765682,1,1,Dark Heart News
employee,0.24785258045765682,1,1,9-5'ers Anthem
breath-take,0.24629375919691684,1,1,Dead Pan
conditions,0.24603585997262686,3,3,Salt and Pepper Squid; Blue in the Face; 89.9FM Nighttrain Promo
studies,0.24603585997262686,3,3,Commencement (at the Obedience Academy); Water; The Mayor and the Crook
forces,0.24603585997262686,3,3,Tetra; Forward Compatibility Engine; Plastic Soldiers
grown-ass,0.24552167844708322,1,1,Coffee
cat-bus,0.24552167844708322,1,1,Rogue Wave
head-trip,0.24552167844708322,2,2,Daylight; Night Light
g-h-o-s-t,0.24552167844708322,1,1,Supercell
carbon-based,0.24475442320193613,1,1,Merit
following,0.2447544232019361,9,9,"Daylight; Blood Sandwich; Klutz; Fryerstarter; Food, Clothes, Medicine; The Tugboat Complex; Bracket Basher; Plastic Soldiers; On Failure"
woman,0.2447544232019361,7,7,Daylight; Gopher Guts; 9-5'ers Anthem; Battery; Living Curfew; 6B Panorama; Limelighters/Flunkadelic Interlude
pre-dating,0.2439919483633008,1,1,Bold
lower,0.2428571020918436,4,4,Leisureforce; Defender; 39 Thieves; Button Masher
ex,0.2424811623053237,2,2,Mystery Fish; Water Tower
japanese,0.2424811623053237,2,2,Fryerstarter; Fascination
basis,0.2424811623053237,2,2,Fryerstarter; Maintenance
projects,0.2424811623053237,2,2,"The Tugboat Complex Pt. 3; The Tugboat Complex, Part 3"
organized,0.2417327636562332,1,1,Hello from the Spirit World
recording,0.2417327636562332,1,1,Live On 89.9FM Nighttrain
childhood,0.2417327636562332,1,1,The Tugboat Complex
tim,0.2417327636562332,1,1,Bazooka Tooth
statements,0.2417327636562332,1,1,Bad Samaritan
clubs,0.2417327636562332,1,1,Thorns
covers,0.2417327636562332,1,1,Dryspell
protected,0.2417327636562332,1,1,We’re Famous
techniques,0.2417327636562332,1,1,Klutz
jordan,0.2417327636562332,1,1,Long Legged Larry
works,0.24098897053729093,6,6,Kodokushi; We’re Famous; Babies with Guns; Freeze/Honeycomb Interlude; Freeze; All In All
year,0.24046048595277933,28,18,"Mystery Fish; ZZZ Top; Cycles to Gehenna; 9-5'ers Anthem; No Regrets; Lotta Years; Water Tower; 1,000 O’ Clock; The Harbor Is Yours; We’re Famous; Mindful Solutionism; Oxygen; Dryspell; 11:35; Mars Attacks; Vititus; Coward of the Year; 11:35 (feat. Mr. Lif) / Ketamine U.S.A. Interlude"
click-click,0.23733762249884713,1,1,Plastic Soldiers
after-burn,0.23733762249884713,1,1,Maintenance
paid,0.23733762249884713,4,3,9-5'ers Anthem; N.Y. Electric; Frijoles
understanding,0.23697856406844045,2,2,Rings; Hello from the Spirit World
seemed,0.23697856406844045,2,1,Spare a Match
larger,0.23697856406844045,2,2,Marble Cake; Forward Compatibility Engine
estate,0.23697856406844045,2,2,Tetra; Kodokushi
principal,0.23662059040670563,1,1,Black Snow
suffered,0.23662059040670563,1,1,Skip Town
presidential,0.23662059040670563,1,1,Limelighters/Flunkadelic Interlude
registered,0.23662059040670563,1,1,Spare a Match
attacked,0.23662059040670563,1,1,Wise Up
edward,0.23662059040670563,1,1,Alchemy
strong,0.23590787778499864,5,4,Bring Back Pluto; The Harbor Is Yours; Living Curfew; Try Not to Die
america,0.23590787778499864,5,5,Flashflood; The Yes and the Y’all; Bent Life; Long Legged Larry; Antisocial
zero-hour,0.23519944571957824,1,1,Night Light
beginning,0.23496424627385865,3,3,Bring Back Pluto; No Splash; Drawbridge
particular,0.23496424627385865,3,2,Fumes; Living Curfew
needs,0.23429483246681063,7,7,Klutz; Cook it Up; The Substance; Super fluke; Number Nine; Sick Friend; Wise Up
were,0.23246082203654203,65,43,"Rings; Gopher Guts; Blood Sandwich; Catacomb Kids; Crows 1; TUFF; Holy Smokes; Citronella; Klutz; Bring Back Pluto; Save Yourself; Racing Stripes; The Greatest Pac-Man Victory in History; Ruby ’81; One Brick; Coveralls; We’re Famous; Dog at the Door; The Tugboat Complex Pt. 3; No Jumper Cables; Facemelter; Nickel Plated Pockets; The Tugboat Complex; Untouchable (AR Version); How to Be a Carpenter; Black Snow; Salt and Pepper Squid; Fascination; The Substance; Winners Take All; All City Nerve Map; Tomorrow Morning; 100 Feet Tall; Sick Friend; Vititus; The Next Best Thing; Bosico; Puff Tuff; All Day: Nike+ Original Run; Bold; The Blob; The Tugboat Complex, Part 3; Plums"
views,0.23172016397816436,2,2,Night Light; Coordinates
cent,0.23172016397816436,2,2,TUFF; We’re Famous
photos,0.23172016397816436,2,2,Rabies; Antisocial
half-empty,0.23172016397816436,1,1,Water
puts,0.23103662367144415,1,1,Commencement (at the Obedience Academy)
fees,0.23103662367144415,1,1,All In All
constantly,0.23103662367144415,1,1,Catacomb Kids
respond,0.23103662367144415,1,1,Drums on the Wheel
closely,0.23103662367144415,1,1,39 Thieves
retirement,0.23103662367144415,1,1,Daylight
marine,0.23103662367144415,1,1,Basic Cable
hardly,0.23103662367144415,1,1,Dokken Rules
tries,0.23103662367144415,1,1,Troubled Waters
represented,0.23103662367144415,1,1,Rickety Rackety
joy-of-life,0.23103662367144415,1,1,Flashflood
attractive,0.23103662367144415,1,1,The Next Best Thing
b-positive,0.23035710419005753,2,2,Save Yourself; Wise Up
committee,0.2303571041900575,3,3,Oxygen; Same Space (The Tugboat Complex pt. 2); All In All
may,0.22963346930778508,28,21,"9-5'ers Anthem; The Gates; Bring Back Pluto; Grace; One of Four (Thank You); Drums on the Wheel; Fast Cars; Garbage; Bug Zapper; 1,000 Deaths; Hello from the Spirit World; Cook it Up; KOWP; Bracket Basher; Skip Town; Mars Attacks; Try Not to Die; Odessa; Plastic Soldiers; The ITS Way; One Of Four"
dumb-out,0.22900998662169464,1,1,Junkyard
roll-bar,0.22900998662169464,1,1,Coveralls
much,0.2271321047313967,29,22,Zero Dark Thirty; Get Out of the Car; No Regrets; Holy Smokes; Bring Back Pluto; Tetra; Hot Dogs; Racing Stripes; Jumping Coffin; Button Masher; Bent Life; The Harbor Is Yours; Shovel; Rogue Wave; Bad Karma; Easy; Hold the Cup; Vititus; Forward Compatibility Engine; On Failure; Bold; Wolf Piss
h-o-p-e,0.2270185954336799,1,1,Float
evidence,0.2270185954336799,4,2,Oxygen; Dryspell
two-headed,0.2270185954336799,1,1,Rings
investment,0.22636247232549003,2,2,Big Bang; Limelighters/Flunkadelic Interlude
sources,0.22636247232549003,2,2,Odessa; Plastic Soldiers
traditional,0.22636247232549003,2,2,Holy Smokes; No Jumper Cables
demand,0.22636247232549003,2,2,Labor; Aggressive Steven
stopped,0.22636247232549003,2,2,No Regrets; Living Curfew
appears,0.22636247232549003,2,2,Five Fingers; Battery
structure,0.22636247232549003,2,2,"1,000 Deaths; Merit"
heavily,0.22571013090668457,1,1,Five Fingers
empire,0.22571013090668457,1,1,N.Y. Electric
constant,0.22571013090668457,1,1,Klutz
dates,0.22571013090668457,1,1,Bracket Basher
politicians,0.22571013090668457,1,1,TUFF
back-into-a-corner-y,0.22571013090668457,1,1,Marble Cake
driven,0.22571013090668457,1,1,Coordinates
smoke-green,0.22571013090668457,1,1,How to Be a Carpenter
client,0.22571013090668457,1,1,Boombox
free-load,0.22441666310779243,1,1,Syrup
several,0.22377547264177017,7,5,Flashflood; Coveralls; Dog at the Door; Coma; Bad Samaritan
century,0.22377547264177014,3,3,Basic Cable; Dryspell; Kill the Messenger
except,0.22377547264177014,3,3,Gopher Guts; My Belly; The Next Best Thing
create,0.22377547264177014,3,2,BMX; Hello from the Spirit World
provided,0.22377547264177014,3,2,Garbage; Sick Friend
over-the-counter,0.22250402109266917,1,1,Sniff Glue
meeting,0.2221884125521122,4,4,Cat Food; Saturn Missiles; Prosperity; Infinity Fill Goose Down
placed,0.22124693622773886,2,2,Bent Life; Puff Tuff
whom,0.22124693622773886,2,2,The Harbor Is Yours; No City
religious,0.22124693622773886,2,2,Shrunk; Untouchable (AR Version)
super-moon,0.22124693622773886,1,1,Sleeper Car
attend,0.22062370542146353,1,1,Big Bang
stronger,0.22062370542146353,1,1,Wise Up
ban,0.22062370542146353,1,1,Untouchable (AR Version)
updated,0.22062370542146353,1,1,Catacomb Kids
jr,0.22062370542146353,1,1,Vititus
depth,0.22062370542146353,1,1,One Brick
amazon,0.22062370542146353,1,1,By The River
f-r-e-s-h,0.2200039759118527,1,1,Zodiaccupuncture
high-definition,0.2200039759118527,1,1,Citronella
students,0.22000397591185267,5,5,The Greatest Pac-Man Victory in History; Bug Zapper; Basic Cable; Number Nine; The Next Best Thing
specific,0.21959275352697072,3,3,Hello from the Spirit World; Super fluke; On Failure
response,0.21959275352697072,3,2,Hold the Cup; Frijoles
mid-winter,0.21938771827624526,1,1,Bad Karma
based,0.21755948729060987,9,8,Kirby; 9-5'ers Anthem; Save Yourself; The Yes and the Y’all; Oxygen; Spare a Match; Attention Span; Bold
super-duty,0.21755948729060987,1,1,The Greatest Pac-Man Victory in History
claims,0.21635750117298222,2,2,The Mayor and the Crook; Tomorrow Morning
interview,0.21635750117298222,2,2,Blood Sandwich; Skip Town
complex,0.21635750117298222,2,2,Maintenance; Sick Friend
worked,0.21605907703343327,4,4,Getaway Car; The Tugboat Complex; Troubled Waters; On Failure
press,0.21605907703343327,4,4,Tetra; Black Snow; Easy; Bermuda
medical,0.21605907703343327,4,4,Shrunk; Kodokushi; Mindful Solutionism; Oxygen
tournament,0.21576147499895193,1,1,Living Curfew
golf,0.21576147499895193,1,1,Wolf Piss
consumer,0.21576147499895193,1,1,How to Be a Carpenter
describe,0.21576147499895193,1,1,On Failure
suppose,0.21576147499895193,1,1,BMX
candidates,0.21576147499895193,1,1,Big Bang
exclusive,0.21576147499895193,1,1,39 Thieves
manufacturing,0.21576147499895193,1,1,The Yes and the Y’all
depression,0.21576147499895193,1,1,Cook it Up
promote,0.21576147499895193,1,1,Hello from the Spirit World
basketball,0.21576147499895193,1,1,Freeze
severe,0.21576147499895193,1,1,Salt
mess-up,0.21399293831863267,1,1,Klutz
cases,0.2136038602489624,3,3,Shovel; Nickel Plated Pockets; N.Y. Electric
does,0.2136038602489624,15,10,Pigs; Hot Dogs; Racing Stripes; The Tugboat Complex Pt. 3; Boombox; Freeze/Honeycomb Interlude; Plastic Soldiers; Coward of the Year; On Failure; Freeze
percent,0.2136038602489624,3,3,"Lazy Eye; Tetra; Food, Clothes, Medicine"
seeing,0.2136038602489624,3,3,Blood Sandwich; Salt and Pepper Squid; Off the top
force-feed,0.2134098512932413,1,1,Wise Up
mile-long,0.2134098512932413,1,1,Fixed and Dilated
re-entry,0.2134098512932413,1,1,Button Masher
one-nine-seven-six,0.2134098512932413,1,1,One Of Four
re-appropriate,0.2134098512932413,1,1,Supercell
m-m-m-mouth,0.21167950114762044,1,1,The Harbor Is Yours
girls,0.21167950114762044,4,4,Cook it Up; 11:35; Frijoles; 11:35 (feat. Mr. Lif) / Ketamine U.S.A. Interlude
very,0.2114678216464728,27,21,Zero Dark Thirty; Gopher Guts; Dorks; No Regrets; Leisureforce; Rabies; Fumes; No City; Syrup; Gun for the Whole Family; Dark Heart News; Rickety Rackety; The Substance; Time Moves Differently Here; Tomorrow Morning; Odessa; Limelighters/Flunkadelic Interlude; Plastic Soldiers; Sink or Swim; For The Whole Family; Home Again
avoid,0.2113938338046412,2,2,Mystery Fish; The Yes and the Y’all
trial,0.2113938338046412,2,2,Blood Sandwich; Wake Up Call
drug,0.2113938338046412,2,2,Aggressive Steven; Blue in the Face
therefore,0.2113938338046412,2,2,Boombox; Merit
fire-in-the-hole,0.21110893645450016,1,1,Saturn Missiles
opposition,0.21054143931349342,1,1,Wake Up Call
lane,0.21054143931349342,1,1,Gopher Guts
academy,0.21054143931349342,1,1,Oxygen
experience,0.21054143931349342,5,5,Blood Sandwich; Rabies; Crystal Sword; Spare a Match; KOWP
diet,0.21054143931349342,1,1,Basic Cable
detail,0.21054143931349342,1,1,Hello from the Spirit World
harder,0.21054143931349342,1,1,Fascination
current,0.21054143931349342,5,5,Klutz; Racing Stripes; Garbage; Facemelter; Bad Samaritan
personally,0.21054143931349342,1,1,Crows 1
half-smile,0.20997698505259935,1,1,Racing Stripes
released,0.20978950560165951,3,3,Grace; Garbage; Getaway Car
risk,0.20978950560165951,3,3,Syrup; Aggressive Steven; Frijoles
x-ray,0.20941554926368866,1,1,Mars Attacks
self-taught,0.20774911253214737,1,1,One Of Four
season,0.20747394814468756,8,7,Blood Sandwich; Commencement (at the Obedience Academy); Coveralls; Untouchable (AR Version); Coward of the Year; Bad Samaritan; Hall of Game
result,0.20747394814468756,4,4,Float; Coma; Drawbridge; Troubled Waters
needed,0.20747394814468756,4,4,Racing Stripes; One of Four (Thank You); Flashflood; One Of Four
black-lights,0.20665281114675346,1,1,TUFF
teacher,0.20638054130334535,2,2,We’re Famous; Rickety Rackety
peter,0.20638054130334535,2,2,Daylight; Leisureforce
decades,0.20610898795952515,1,1,Defender
attitude,0.20610898795952515,1,1,Hot Dogs
definition,0.20610898795952515,1,1,No Splash
replace,0.20610898795952515,1,1,Fryerstarter
guest,0.20610898795952515,1,1,No Jumper Cables
idea,0.20520894871079357,6,6,"Blood Sandwich; The Yes and the Y’all; The Tugboat Complex Pt. 3; Hold the Cup; The Next Best Thing; The Tugboat Complex, Part 3"
blow-up,0.20449455724443746,1,1,Night Light
internet,0.20431673589031188,3,3,Klutz; Facemelter; Thorns
success,0.20431673589031188,3,3,Frijoles; Same Space (The Tugboat Complex pt. 2); Jinx Planet
actually,0.20277389106697621,8,8,None Shall Pass; Bring Back Pluto; Oxygen; Gun for the Whole Family; The Next Best Thing; Bosico; All the Smartest People; For The Whole Family
player,0.20211978174095369,4,4,Blood Sandwich; TUFF; Fixed and Dilated; Aggressive Steven
private,0.20211978174095369,4,4,Supercell; We’re Famous; Shovel; Dark Heart News
industry,0.20211978174095369,4,4,Facemelter; Kill the Messenger; The ITS Way; Integrated Tech Solutions
texas,0.20185931810468957,2,2,Time Moves Differently Here; Limelighters/Flunkadelic Interlude
plant,0.20185931810468957,2,2,Grace; One Brick
someone,0.20176477041471078,11,8,9-5'ers Anthem; Pigs; Button Masher; We’re Famous; Kyanite Toothpick; Aggressive Steven; Black Snow; Kill the Messenger
circumstances,0.20134039954915056,1,1,Hello from the Spirit World
pacific,0.20134039954915056,1,1,Tomorrow Morning
kim,0.20134039954915056,1,1,Living Curfew
deals,0.20134039954915056,1,1,BMX
wednesday,0.20134039954915056,1,1,Racing Stripes
singing,0.20134039954915056,1,1,89.9FM Nighttrain Promo
adults,0.20134039954915056,1,1,Blood Sandwich
corporation,0.20134039954915056,1,1,Bent Life
explained,0.20134039954915056,1,1,Aggressive Steven
assistance,0.20134039954915056,1,1,Super fluke
typical,0.20134039954915056,1,1,Mars Attacks
daughter,0.2008241421144091,3,3,11:35; Plastic Soldiers; 11:35 (feat. Mr. Lif) / Ketamine U.S.A. Interlude
changed,0.2008241421144091,3,3,Basic Cable; Thorns; Jazz Hands
ring-leading,0.19979952914443766,1,1,Bermuda
side-eye,0.1990379045098337,2,2,Button Masher; Play Dead
battle-stars,0.19828206436612547,1,1,Plastic Soldiers
security,0.19828206436612547,4,4,Gun for the Whole Family; Coma; Easy; For The Whole Family
shit-hole,0.19728316227863868,1,1,Holy Smokes
doubt,0.19728316227863868,2,2,Prosperity; Plastic Soldiers
largest,0.19728316227863868,2,2,Catacomb Kids; Long Legged Larry
greater,0.19728316227863868,2,2,Molecules; Shovel
extreme,0.19678747594125517,1,1,Numb (to the Guns)
anyone,0.19580353856154886,6,6,None Shall Pass; Water; Hello from the Spirit World; Rickety Rackety; All City Nerve Map; Forward Compatibility Engine
events,0.19580353856154886,3,3,Coffee; Aggressive Steven; Coffee (Main)
choice,0.19580353856154886,3,3,We’re Famous; Spare a Match; Numb (to the Guns)
players,0.19580353856154886,5,5,Blood Sandwich; 9-5'ers Anthem; Easy; Tomorrow Morning; Kill the Messenger
cover,0.19580353856154886,3,3,Salt; Hello from the Spirit World; All In All
die-cast,0.1938648896648999,1,1,N.Y. Electric
parents,0.19338621092498656,4,4,Blood Sandwich; One of Four (Thank You); Flashflood; One Of Four
machine-learning,0.19290989020842256,1,1,The ITS Way
competition,0.19267260867065084,2,2,Getaway Car; Puff Tuff
commission,0.19267260867065084,2,2,Flashflood; Fast Cars
direct,0.19267260867065084,2,2,Attaboy; Coward of the Year
details,0.19267260867065084,2,2,Pigs; Babies with Guns
draft,0.1924359101342004,1,1,By The River
perfectly,0.1924359101342004,1,1,Odessa
combination,0.1924359101342004,1,1,Coward of the Year
alcohol,0.1924359101342004,1,1,Fishtales
assembly,0.1924359101342004,1,1,Sick Friend
capable,0.1924359101342004,1,1,Rings
essential,0.1924359101342004,1,1,Gopher Guts
improved,0.1924359101342004,1,1,Wake Up Call
customer,0.1924359101342004,1,1,Water Tower
development,0.1919642534917146,5,5,Labor; Flashflood; Bent Life; I’ll Be OK; Hall of Game
further,0.1919642534917146,5,5,Catacomb Kids; Commencement (at the Obedience Academy); One of Four (Thank You); One Of Four; Junkyard
post-modern,0.19149490323867863,2,2,Abandon All Hope; Live On 89.9FM Nighttrain
jack-in-the-box,0.19056305456111813,1,1,Get Out of the Car
law,0.19036455137928363,7,7,Coffee; Flashflood; Rickety Rackety; Black Snow; Number Nine; Bosico; Coffee (Main)
dead-ends,0.1896402310523476,1,1,Fryerstarter
sex,0.18872630222799894,4,4,Blood Sandwich; Fast Cars; Babies with Guns; Rickety Rackety
site,0.18872630222799894,4,4,Boot Soup; Play Dead; Hold the Cup; Bermuda
compared,0.18827263323225854,2,2,The Substance; Number Nine
commercial,0.18827263323225854,2,2,Flashflood; Salt and Pepper Squid
base-metal,0.18827263323225854,1,1,Big Bang
protect,0.18827263323225854,2,2,Infinity Fill Goose Down; Integrated Tech Solutions
pages,0.18782114010700135,1,1,Wise Up
serving,0.18782114010700135,1,1,100 Feet Tall
editor,0.18782114010700135,1,1,Number Nine
struggle,0.18782114010700135,1,1,The Substance
unfortunately,0.18782114010700135,1,1,Winners Take All
un,0.18782114010700135,1,1,Facemelter
delivered,0.18782114010700135,1,1,No Regrets
report,0.18737180723593191,5,5,Kill the Messenger; Blue in the Face; Forward Compatibility Engine; Solid Gold; Numb (to the Guns)
dead-alive,0.1864795605348085,1,1,Cycles to Gehenna
related,0.18647956053480846,3,3,Keep Off the Lawn; Button Masher; Nickel Plated Pockets
title,0.18647956053480846,3,3,Boombox; Thorns; 89.9FM Nighttrain Promo
amazing,0.18647956053480846,3,3,Lotta Years; Gun for the Whole Family; For The Whole Family
h-e-double,0.18603661621049777,1,1,Rogue Wave
everyone,0.18584742643130062,7,5,Holy Smokes; Float; Cook it Up; Skip Town; Blue in the Face
general,0.18584742643130062,7,4,9-5'ers Anthem; Prosperity; Hello from the Spirit World; Home Again
price,0.184285683352046,4,4,The Tugboat Complex; KOWP; Easy; By The River
twenty-year,0.18385308785121962,1,1,Rings
examples,0.183422518558828,1,1,89.9FM Nighttrain Promo
besides,0.183422518558828,1,1,Water
fired,0.183422518558828,1,1,Skip Town
stadium,0.183422518558828,1,1,"Food, Clothes, Medicine"
whenever,0.183422518558828,1,1,Rogue Wave
surgery,0.183422518558828,1,1,39 Thieves
tuesday,0.183422518558828,1,1,Puff Tuff
coverage,0.183422518558828,1,1,Maintenance
james,0.1821428265688827,3,3,Battery; The Yes and the Y’all; Maintenance
super-fresh,0.18088086703145392,1,1,Home Again
mid-november,0.18088086703145392,1,1,Commencement (at the Obedience Academy)
features,0.17984251532633652,2,2,Fryerstarter; Same Space (The Tugboat Complex pt. 2)
physical,0.17984251532633652,2,2,Holy Waterfall; KOWP
seriously,0.17984251532633652,2,2,Fumes; 100 Feet Tall
votes,0.17922520692132624,1,1,Bad Karma
g-spot,0.17922520692132624,1,1,Night Light
documents,0.17922520692132624,1,1,We’re Famous
debate,0.17922520692132624,1,1,Fascination
temperature,0.17922520692132624,1,1,Sleeper Car
reduced,0.17922520692132624,1,1,Gopher Guts
properly,0.17922520692132624,1,1,39 Thieves
approved,0.17922520692132624,1,1,Dokken Rules
films,0.17922520692132624,1,1,The Four Winds
sam,0.17922520692132624,1,1,Homemade Mummy
residents,0.17922520692132624,1,1,"Food, Clothes, Medicine"
mid-range,0.17800321687413537,1,1,The Substance
changes,0.17800321687413534,3,3,Shrunk; Crystal Sword; Solid Gold
various,0.17800321687413534,3,3,No Regrets; TUFF; Crystal Sword
death-forms,0.1771977724538904,1,1,Crows 2
b-b-b-b-b-but,0.1767977774822112,1,1,Drawbridge
german,0.17580564629544235,2,2,Train Buffer; Hall of Game
global,0.17580564629544235,2,2,Cat Food; Babies with Guns
interested,0.17580564629544235,2,2,Klutz; How to Be a Carpenter
because,0.17567420282157656,24,20,9-5'ers Anthem; No Regrets; Hot Dogs; Keep Off the Lawn; One Brick; We’re Famous; The Tugboat Complex Pt. 3; Syrup; Water; BMX; Babies with Guns; The Mayor and the Crook; Cook it Up; 6B Panorama; Salt and Pepper Squid; 100 Feet Tall; Kill the Messenger; Bosico; Bold; The Blob
finance,0.17521569446223614,1,1,9-5'ers Anthem
due,0.17482458800138292,5,5,The Mayor and the Crook; Frijoles; The Next Best Thing; Merit; Numb (to the Guns)
information,0.17469460689506222,6,6,Lazy Eye; Fumes; Facemelter; 11:35; By The River; 11:35 (feat. Mr. Lif) / Ketamine U.S.A. Interlude
amount,0.1740475898324879,3,3,Rogue Wave; Alchemy; Infinity Fill Goose Down
self-aware,0.1740475898324879,1,1,Syrup
blood-and-water,0.1723243463687999,2,1,Gopher Guts
in-case-of-emergency,0.17213497895520782,1,1,Shrunk
friday,0.17175748996627097,2,2,Gopher Guts; Racing Stripes
expected,0.17175748996627097,2,2,Hello from the Spirit World; The ITS Way
subject,0.17175748996627097,2,2,Facemelter; Zodiaccupuncture
knowledge,0.17175748996627097,2,2,No Regrets; Mindful Solutionism
designed,0.17175748996627097,2,2,Big Bang; The ITS Way
particularly,0.17175748996627097,2,2,Zero Dark Thirty; Attaboy
man-ray,0.17175748996627097,1,1,Cycles to Gehenna
a-hole,0.17175748996627097,1,1,The Blob
jersey,0.17138165300792027,1,1,Salt and Pepper Squid
fox,0.17138165300792027,1,1,Zodiaccupuncture
comfortable,0.17138165300792027,1,1,Wolf Piss
recorded,0.17138165300792027,1,1,No Jumper Cables
upper-case,0.17138165300792027,1,1,Cat Food
looks,0.17100745725899463,5,5,The Greatest Pac-Man Victory in History; Zodiaccupuncture; Aggressive Steven; By The River; Frijoles
health,0.17088308819916992,6,6,One Brick; The Yes and the Y’all; Mindful Solutionism; Oxygen; No Splash; On Failure
a-e-s-o-p,0.16989461046555218,1,1,Troubled Waters
g-n-r,0.1687961539323697,1,1,Sleeper Car
photo,0.16789156575481148,2,2,Jazz Hands; Plums
statement,0.16789156575481148,2,2,One of Four (Thank You); One Of Four
posted,0.16789156575481148,2,2,Save Yourself; The Tugboat Complex
episode,0.16789156575481148,2,2,Same Space (The Tugboat Complex pt. 2); Numb (to the Guns)
allows,0.1673534517620076,1,1,No Splash
honest-to-god,0.1673534517620076,1,1,I’ll Be OK
appeal,0.1673534517620076,1,1,Supercell
platform,0.1673534517620076,1,1,Spare a Match
re-enter,0.1673534517620076,1,1,Hot Dogs
testing,0.1673534517620076,1,1,Blood Sandwich
usually,0.16664130941408414,3,3,39 Thieves; 1 to 10; Drawbridge
value,0.16664130941408414,3,3,Abandon All Hope; Shere Kahn; The Substance
became,0.16664130941408414,3,3,39 Thieves; We’re Famous; Sink or Swim
jesus-heavy,0.16593520217080415,1,1,Fumes
river-dance,0.16523505363843788,1,1,Wise Up
brand-x,0.16523505363843788,1,1,Babies with Guns
winning,0.16402390664841793,2,2,BMX; All In All
earlier,0.16402390664841793,2,2,ZZZ Top; Ruby ’81
charges,0.16351026184680492,1,1,The Mayor and the Crook
suggested,0.16351026184680492,1,1,Wake Up Call
performed,0.16351026184680492,1,1,Prosperity
increasing,0.16351026184680492,1,1,Kill the Messenger
officials,0.16351026184680492,1,1,Numb (to the Guns)
shopping,0.16351026184680492,1,1,Marble Cake
john,0.16316961546795739,5,5,Shrunk; Sleeper Car; Untouchable (AR Version); Coffee (Main); Bold
else,0.16316961546795739,5,5,Labor; We’re Famous; Mars Attacks; Time Moves Differently Here; Merit
half-dead,0.1621561395954856,2,2,Supercell; The Harbor Is Yours
b-negative,0.1621561395954856,1,1,Plastic Soldiers
role,0.16204430777507495,3,3,Five Fingers; Attention Span; Plastic Soldiers
too-tired,0.16148745448375165,1,1,Cycles to Gehenna
having,0.16107231963932042,8,7,"1,000 O’ Clock; Fumes; Babies with Guns; Bracket Basher; Super fluke; Winners Take All; 100 Feet Tall"
non,0.1606593136915273,4,4,Dorks; Molecules; Super fluke; Merit
sale,0.16033043075664188,2,2,Mystery Fish; The Harbor Is Yours
asian,0.15983962331555013,1,1,Train Buffer
historical,0.15983962331555013,1,1,Oxygen
minimum,0.15983962331555013,1,1,Wise Up
user,0.15983962331555013,1,1,Rabies
im,0.15983962331555013,1,1,Numb (to the Guns)
banks,0.15983962331555013,1,1,Catacomb Kids
d-d-d-d-dead,0.15918986874922672,1,1,Drawbridge
two-tired,0.15886696840693623,1,1,Cycles to Gehenna
